organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
crocodylus_porosus,3.18,0.21,0.45,1,0.15,0.2,0.13,0.23,0.85,1,0.63,0.02,2.36,0.53,3.47,0.09,0.06,1.83,0.24,0.14,0.06,2.74,0.1,1,0.08,0.22,2.84,0.9,1,1.63,0.11,1.28,0.18,0.05,2.0,1,1.69,0.14,0.07,1,0.05,0.07,1.0,0.13,0.77,2.26,1,0.33,1,1,0.14
notechis_scutatus,1.16,1.29,0.86,0.23,1.97,2.67,1.92,0.3,0.94,1,0.26,0.05,0.3,0.49,0.11,0.1,0.07,0.22,2.55,0.16,0.07,2.7,3.13,1,0.1,2.54,1.77,2.32,1,0.15,0.13,0.17,2.63,0.07,2.54,1,0.34,0.13,1.22,0.12,0.43,0.06,0.68,0.13,0.2,1.96,1,1.81,1.36,0.85,0.12
xenopus_tropicalis,2.1,3.57,1.14,1.5,2.21,0.3,0.17,0.22,0.98,1,0.34,0.07,2.92,0.41,0.13,0.08,1,2.32,0.19,1.93,0.05,3.41,2.37,1,1,1.71,1,0.92,1,1,0.16,1,1,0.09,1.53,0.13,0.22,0.15,0.12,0.42,0.05,0.05,0.74,0.14,0.2,0.27,1,1,1.92,1,2.77
callorhinchus_milii,0.13,2.04,1.44,1,0.25,2.36,1.35,1.76,1,1,1.24,0.06,1,0.5,1.88,0.13,1.91,1.81,0.13,2.56,0.09,1.88,2.61,1,0.48,1.21,1.54,1.88,1,0.29,0.2,0.14,0.0,1.77,0.51,0.11,2.22,0.82,1.31,0.23,0.1,0.06,0.8,0.19,1.91,1.45,1.69,1.58,0.55,1.23,0.94
latimeria_chalumnae,1.99,0.15,0.83,0.52,0.21,0.27,0.16,0.78,1.09,1,0.18,0.05,1,1.04,2.72,0.12,2.06,2.27,0.21,0.24,0.11,0.14,0.13,1,0.19,1.3,2.01,0.59,1,0.19,0.15,1.39,2.36,1,0.18,1,0.25,0.14,0.29,0.12,0.05,0.06,0.96,0.24,0.55,2.73,0.57,0.19,0.97,1.63,3.14
petromyzon_marinus,1,0.15,1,1.61,0.16,1,1,0.67,1,1,1,1,1,0.86,1,1,1,1,1,0.23,0.17,3.41,1,1,0.49,0.76,1.11,0.68,1,1,0.47,0.32,1,1,0.52,0.17,1,0.65,1,1.79,1,1,1,2.72,0.63,1,1.96,1,1,0.21,0.99
eptatretus_burgeri,0.25,2.7,1.3,1.27,2.02,0.24,1,1.12,1.05,1,0.76,1,1,0.85,1,1,1.6,0.4,1,1,1.05,1,1,1,1,0.6,1,1,1,1,1.4,0.77,1.74,0.18,1.04,1,1.42,0.24,1,2.27,1,2.36,0.82,1.8,1,1,0.41,1,1,0.91,0.51
ciona_intestinalis,1,3.58,0.98,1,0.08,0.35,1.12,1.26,1,1,1,0.21,1.33,1,0.82,0.7,2.43,1,1.72,1,0.71,1.13,0.92,1,0.22,1,0.21,0.87,1,1,0.42,0.79,1,1.2,1.69,1,0.35,1.29,0.5,1,1,1.91,0.71,1,1,0.87,1,1,0.38,0.59,1.16
drosophila_melanogaster,0.37,2.25,1,0.44,1.16,1.4,1.51,1.09,1,1,1,0.74,1,1,1.07,0.83,0.42,2.0,1,1,0.75,2.4,1.11,1,1.17,1,2.0,1,1,1,1,1.03,1,1.34,1,0.64,1.9,0.68,1.69,1.32,1,1.43,1.03,1,1,1.18,1.1,1,1.35,0.56,1
caenorhabditis_elegans,2.11,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,0.66,2.39,0.42,1.89,1,0.8,1,1.1,1,1,1,1.41,1.06,1,1,1,0.96,1,1,1,1,1,1.1,1,1,1,1,1,1,0.53,1.15,1,1,1.29,2.05,0.73
