organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
notechis_scutatus,0.83,1.69,0.63,1.66,1.6,3.99,1.54,1,0.34,1,1.34,0.1,1,0.64,2.59,0.35,1,1.45,1.55,3.59,0.14,1,0.67,1.9,1.51,0.7,1.45,0.45,1,0.2,0.25,0.16,0.36,0.14,1,1,0.2,3.49,0.19,0.9,0.33,0.08,1.43,0.62,1,1.25,1.17,1,0.29,1.31,2.17
anolis_carolinensis,3.34,2.53,1.33,1.48,1.56,1.44,0.13,1,0.75,1,0.35,1,1,0.94,2.35,0.37,1.83,2.3,2.37,3.28,0.16,1,0.79,1,1.44,1.22,1,0.9,1,2.39,0.24,0.18,1.52,0.09,1,0.18,0.28,2.91,0.11,1.03,0.11,0.08,0.27,0.6,1,0.36,0.44,1,0.3,0.36,1.89
xenopus_tropicalis,1.87,1.85,1.31,0.71,0.31,0.2,2.05,1,0.5,1,0.99,0.1,1,0.54,0.15,0.18,1.79,1.91,1.98,1.12,2.05,0.45,0.71,1,0.24,0.78,1.58,2.37,1.44,1,0.29,0.19,1.5,3.26,1,2.62,2.1,2.42,0.11,3.06,0.11,0.09,0.58,2.64,1,2.66,1,1,1.71,1,0.26
callorhinchus_milii,0.16,0.36,0.95,0.3,0.33,2.79,0.15,1,0.49,1,1.59,0.12,1,0.54,0.24,0.36,1.56,2.43,0.23,0.29,2.65,1,2.59,0.18,1.33,1.58,1.83,0.28,1.23,0.41,0.26,0.15,0.25,0.18,1,3.12,1.81,0.83,0.16,0.36,0.1,0.07,0.43,0.35,1,0.89,1.21,1,0.43,1.92,1.55
latimeria_chalumnae,1.37,2.71,1.3,0.64,1.07,1.88,0.09,1,1.06,1,1,0.14,1,0.74,2.52,0.33,2.99,0.21,2.45,0.2,0.14,0.44,0.87,0.19,0.16,1.14,1.62,0.21,2.21,0.3,0.27,0.16,1.73,1,1,2.8,2.67,1.58,0.24,0.96,0.11,0.08,0.75,0.77,1,0.38,1.02,1,0.84,1.4,1.89
petromyzon_marinus,1,0.17,1,0.59,0.32,1,1,1,1,1,1,1,1,0.73,1,1,1,1,1,1.16,1.71,0.8,1,0.23,1.74,0.93,1,1.65,2.57,1,0.56,0.31,1,0.21,1,2.62,0.16,0.71,1,3.68,1,0.15,1,0.63,1,1,0.42,1,1,0.42,0.92
eptatretus_burgeri,1.5,1.01,1.33,3.09,2.03,0.31,1,1,1.22,1,0.88,0.15,1,0.98,1,1,1,1.03,1,0.43,1.16,1,1,1,1,0.74,1.07,1,1.31,1.29,0.33,0.57,1.07,0.32,1,0.46,1.68,2.25,1,1.62,1,0.15,0.55,1.53,1,1,1.02,1,1,1.87,1.26
ciona_intestinalis,1,1.68,0.98,1,0.3,1,1.12,1,1,1,0.41,1,1,1,1.2,1,1.44,1,2.02,1,0.67,1,0.99,1,0.64,1,0.78,0.98,0.0,1,0.41,1,1,1.91,1,1.2,1.66,0.69,1,1.96,1,0.17,0.84,1,1,0.91,1.19,1,0.17,0.8,1.1
drosophila_melanogaster,1.68,1.39,1,0.8,0.62,0.69,1.44,1,1.06,1,1.18,1.07,1,1,1.04,0.91,0.54,1.19,0.87,1,1.15,0.64,1.41,0.65,1.41,1,1,0.77,1.1,1,1,1.07,1,1.4,1,1.02,1.92,0.88,1.56,1.23,1,1.42,1.42,1,1,0.6,0.39,1,0.83,1.02,1.17
caenorhabditis_elegans,1.7,1,1,1.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21,1.92,1,0.61,1,1.34,1,1,1,1.41,0.94,1.16,1,1,1,1,1,1,0.18,1,0.2,1,1,1,1,1,1,1,0.96,1.5,1,0.97,0.0,0.21
