organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
notechis_scutatus,0.32,0.63,1.39,1.56,1.57,1,0.28,1,1.35,1,0.47,0.11,1,0.5,2.55,1,1,0.28,1.49,1,1.97,1,3.24,1.74,0.23,1.06,1.83,0.29,1,1,0.24,0.14,0.35,0.08,1.38,1,0.24,3.33,0.17,0.96,0.38,0.07,0.88,0.57,1,1.11,1.03,1,0.32,1.19,2.26
anolis_carolinensis,2.42,1.28,0.93,1.97,1.62,4.01,1.31,1,0.48,1,1.06,0.1,1,0.37,0.19,1,1.79,1.24,2.85,0.04,4.17,2.24,3.39,1,1.75,1.12,1.65,1.13,1,2.51,0.25,0.23,1.4,0.05,1.38,1,0.22,3.05,0.13,1.03,1.39,0.07,0.74,0.63,1,0.37,0.52,1,1.4,0.39,2.05
xenopus_tropicalis,1.42,0.83,0.51,1.9,0.31,0.21,2.5,1.48,1.14,1,1.55,0.07,1,0.53,0.14,1,2.0,0.34,2.46,0.46,2.34,3.46,2.26,1,1.24,0.96,2.46,2.24,1.69,1,0.3,0.23,1.62,2.08,0.87,2.85,1.96,1.99,0.14,2.64,1.5,0.11,1.32,2.21,1,2.52,1,1,2.46,1,0.23
callorhinchus_milii,0.14,2.42,0.4,0.41,0.33,2.32,1.55,0.3,1.37,1,0.51,0.13,1,0.56,0.23,1,1.65,1.36,0.23,1.47,2.14,0.73,0.16,2.58,0.81,0.58,1.67,1.78,1.38,3.26,0.31,0.14,1,0.18,2.09,2.64,2.12,0.86,0.14,0.37,1.29,0.08,1.06,0.83,1,0.98,1.34,1,1.31,1.91,1.81
latimeria_chalumnae,1.29,0.68,1.1,0.66,1.23,1.82,1.42,0.91,1.95,1,0.9,0.16,1,1.6,2.13,1,3.26,2.26,2.73,0.16,0.16,0.12,0.12,2.99,1.19,0.72,1.79,0.19,0.23,3.24,0.26,0.16,1.74,1,1.8,0.19,2.72,1.78,0.18,0.84,1.9,0.08,1.11,2.23,1,0.38,1.35,1,0.8,1.5,2.48
petromyzon_marinus,1,0.61,1,0.93,0.39,1,1,0.61,1,1,1,1,1,0.81,1,1,1,1,1,1.12,1,2.21,1,0.22,0.9,0.69,1,1.63,1.55,1,0.5,0.35,1,0.24,1.3,2.75,2.24,0.61,1,4.15,1,0.18,1,0.73,1,1,0.5,1,1,0.5,0.54
eptatretus_burgeri,1.36,0.82,1.06,1.43,2.01,0.31,1,1.26,1.21,1,1.43,0.15,1,0.95,1,1,1,0.46,1,0.46,1.06,1,1,1,1,0.71,1.34,1,1.08,0.32,0.35,0.59,1.14,2.08,1.16,2.34,0.23,2.43,1,1.84,1,0.13,0.38,1.13,1,1,0.83,1,1,2.1,1.95
ciona_intestinalis,1,0.88,0.84,1,1,0.31,0.45,0.54,1,1,1.1,1,1,1,0.3,1,1.63,1,2.04,1,1.17,1,1.28,1,1,1,0.95,1,0.44,1,0.44,1.16,1,1.81,1.12,1,1,0.78,1,1.88,1,0.18,1.46,1,1,0.9,1.75,1,1,0.72,1
drosophila_melanogaster,1.18,0.75,1,0.92,0.71,1.69,1.41,1.48,1.04,1,1.25,1.13,1,1,1.01,1,0.43,0.59,0.81,1,1.14,0.5,1.15,1.31,1.23,1,1.2,1.06,1.07,1,1,1.07,1,0.45,1,0.82,0.27,0.9,1.61,1.51,1,1.42,1.56,1,1,0.57,0.43,1,0.89,1.25,0.88
caenorhabditis_elegans,1.82,1,1,1.35,1,1,1,0.56,1,1,1,1,1,1,1,1,1,1,2.14,1,1.91,1,1.34,1,1,1,1.08,1.23,1.23,1,1,1.23,1,1,1,1,1,1.05,1,1,1,1,1,1,1,1.11,1.14,1,0.95,0.39,0.75
