organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
crocodylus_porosus,1.28,1.65,0.55,1,1.99,0.29,0.12,0.85,1.04,0.34,0.68,0.07,1,1.05,0.9,0.12,1,0.0,2.33,0.29,0.14,2.75,0.16,1,0.18,0.21,2.5,0.08,0.16,1.3,0.18,0.17,2.04,1,0.19,1,0.27,0.36,0.33,1,0.07,0.07,0.43,0.23,1.45,1.58,1,2.16,1,1,0.16
notechis_scutatus,0.92,1.15,0.97,0.82,0.24,1.38,1.78,0.88,0.38,1.58,0.32,0.05,1,0.32,1,0.12,0.07,0.23,2.71,0.25,0.12,0.18,0.12,0.32,0.14,1.74,2.44,3.02,1,1.88,0.16,0.1,0.19,1,2.76,1,0.21,0.18,0.16,0.1,0.84,0.05,2.39,0.23,0.58,3.0,1,0.26,0.46,1.38,3.03
anolis_carolinensis,1.99,0.15,0.83,0.52,0.21,0.27,0.16,0.78,1.09,1,0.18,0.05,1,1.04,2.72,0.12,2.06,2.27,0.21,0.24,0.11,0.14,0.13,1,0.19,1.3,2.01,0.59,1,0.19,0.15,1.39,2.36,1,0.18,1,0.25,0.14,0.29,0.12,0.05,0.06,0.96,0.24,0.55,2.73,0.57,0.19,0.97,1.63,3.14
xenopus_tropicalis,0.87,4.04,0.72,0.46,2.1,0.19,0.17,0.87,2.0,0.5,0.36,0.08,1,0.8,2.93,0.28,1.07,0.29,0.31,2.85,0.12,3.65,0.15,1,0.14,1.32,3.09,0.08,0.29,1,0.18,0.15,1.36,1,1.43,2.92,1.95,0.25,0.31,0.57,0.08,0.09,1.5,0.24,1,1.8,1,1,0.98,1,2.1
callorhinchus_milii,1.15,2.18,1.33,1.85,0.18,0.21,1.89,1.07,0.8,0.54,1.3,0.06,1,0.75,0.57,0.14,0.17,1.43,0.17,3.21,2.59,2.7,0.16,0.24,0.81,0.9,3.57,0.15,0.83,0.33,0.25,0.1,0.21,1,0.52,2.38,2.79,2.01,0.12,0.17,0.1,0.07,0.19,1.82,0.45,2.21,1.14,0.1,1.51,1.33,2.27
petromyzon_marinus,1,0.33,1,1.17,0.2,1,1,1.66,1,1,1,1,1,0.93,1,1,1,1,1,0.22,0.18,0.09,1,1,0.42,1.17,2.58,0.55,2.66,1,0.41,0.27,1,1,1.66,2.41,2.96,0.6,1,1.85,1,0.21,1,2.7,1,1,1.68,1,1,1.39,1.9
eptatretus_burgeri,0.0,1.39,0.9,0.61,1.77,0.32,1,0.85,1.01,0.21,0.6,0.15,1,0.84,1,1,0.24,0.38,1,1.14,0.86,1,1,1,1,1.27,0.31,1,1.47,0.29,1.21,0.81,1.15,1,1.85,2.42,1.9,0.24,1,2.07,1,2.1,1.25,2.2,1,1,1.68,1,1,2.53,1.14
ciona_intestinalis,1,3.59,1.04,1,1,2.15,1,1,1.54,0.39,0.28,0.19,1,1,1.59,0.57,0.97,1,0.42,1,1.33,1.4,1.59,1,1.5,1,0.58,1.04,0.64,1,0.36,0.98,1,1,2.19,1,0.27,1.12,0.97,0.12,1,1.76,1.96,1,1,0.87,1,1,1,0.84,1.13
drosophila_melanogaster,1,1.48,1,0.7,0.84,1.4,1.64,0.9,1.07,1.48,0.85,1.01,1,1,0.95,0.82,0.29,1.18,1.22,1,1.31,0.88,0.0,1.05,1.05,1,1.32,0.91,0.97,1,1,1.33,1,1,1,0.57,2.17,0.41,1.29,1.24,1,1.55,0.76,1,1,1.39,1.15,1,1.57,1.44,0.92
caenorhabditis_elegans,0.99,1,1,1.2,1,1,1,0.46,1,0.3,1,1,1,1,1,0.58,1.14,0.4,1,1,1.23,1,0.6,1,1,1,1.18,1.07,1,1,1,0.93,1,1,1,0.19,1,1.18,1,1,1,1,1,1,0.75,0.72,1,1,1,1,1.43
