organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
notechis_scutatus,0.6,0.98,0.35,1,2.88,1.79,1.83,0.3,0.87,0.99,1.87,0.04,1.57,0.66,2.42,0.12,1,3.2,1.9,0.17,0.1,0.15,0.1,1,0.11,1.76,2.56,0.29,1,0.36,0.12,0.07,2.24,0.13,1.53,1,0.24,0.14,1.5,1,0.2,0.08,1.76,0.12,0.65,2.51,1,1.88,1,1,0.15
anolis_carolinensis,3.18,0.21,0.45,1,0.15,0.2,0.13,0.23,0.85,1,0.63,0.02,2.36,0.53,3.47,0.09,0.06,1.83,0.24,0.14,0.06,2.74,0.1,1,0.08,0.22,2.84,0.9,1,1.63,0.11,1.28,0.18,0.05,2.0,1,1.69,0.14,0.07,1,0.05,0.07,1.0,0.13,0.77,2.26,1,0.33,1,1,0.14
xenopus_tropicalis,0.12,0.16,0.31,1,0.14,0.34,0.15,0.22,0.59,0.16,0.45,0.07,1.0,0.21,2.01,0.11,0.08,2.27,0.29,1.36,0.07,2.54,2.53,1,0.16,0.52,2.51,2.55,0.34,1,0.17,0.11,2.16,3.11,0.85,1,1.82,0.22,0.12,1,0.06,0.06,0.4,0.16,0.07,1.48,1,1,1,1,0.2
callorhinchus_milii,0.09,0.46,0.47,1,0.23,0.28,1.57,1.69,0.75,0.15,1.93,0.07,1,0.57,0.26,0.12,0.1,0.2,2.51,0.29,0.1,1.78,0.22,1,0.59,0.35,0.87,2.17,1.51,0.97,0.23,0.18,3.13,1.72,0.75,1,2.27,2.0,1.6,1,0.09,0.06,2.37,0.19,1,2.97,1,1.52,1,1,2.13
latimeria_chalumnae,1.28,1.65,0.55,1,1.99,0.29,0.12,0.85,1.04,0.34,0.68,0.07,1,1.05,0.9,0.12,1,0.0,2.33,0.29,0.14,2.75,0.16,1,0.18,0.21,2.5,0.08,0.16,1.3,0.18,0.17,2.04,1,0.19,1,0.27,0.36,0.33,1,0.07,0.07,0.43,0.23,1.45,1.58,1,2.16,1,1,0.16
petromyzon_marinus,1,0.19,1,1,1.78,1,1,0.56,1,1,1,1,1,1.06,1,1,1,1,1,1,0.21,1.88,1,1,0.53,0.49,1.87,0.53,0.39,1,0.43,0.39,1,1,1.36,1,3.94,0.79,1,1,1,0.15,1,2.91,1,1,1,1,1,1,0.99
eptatretus_burgeri,1.52,0.5,0.86,1,1.87,0.27,1,1.13,0.95,1.75,0.95,0.14,1,1.26,1,1,1,1.06,1,0.4,1.27,1,1,1,1,0.91,0.0,1,1.49,1.39,1.38,0.82,1.87,0.21,2.03,1,0.23,0.24,1,1,1,2.22,0.39,1.74,1,1,1,1,1,1,1.15
ciona_intestinalis,1,1,0.54,1,0.15,1.5,1.07,0.58,1,0.56,0.71,1,1.18,1,0.74,0.58,1,1,0.9,1,0.58,1.17,1.07,1,0.88,1,2.57,1,1.06,1,1,0.76,1,1.64,1.05,1,0.25,1.14,0.47,1,1,1.92,0.59,1,1,1,1,1,1,1,1.43
drosophila_melanogaster,2.48,0.45,1,1,1.28,0.53,1.5,1.1,1.07,1.5,0.96,0.84,1.13,1,1.02,0.89,0.42,0.54,0.66,1,0.73,0.44,0.73,1,1.03,1,0.53,0.85,1.26,1,1,1.22,1,0.46,1,1,2.16,0.69,1.8,1,1,1.4,0.77,1,1,1,1,1,1,1,1.2
caenorhabditis_elegans,0.39,1,1,1,1,1,1,1,1,1.47,1,1,1,1,1,0.67,1,1.08,1.1,1,0.72,1,1.06,1,1,1,1.42,0.65,1.36,1,1,0.23,1,1,1,1,1,0.87,1,1,1,1,1,1,1,0.71,1,1,1,1,1
