organism,Fam20c,Sgsh,Prg4,Glb1,Galns,Arsb,Csgalnact1,Arsc,Chst7,B3galt6,Arsg,Fam20b,Chst4,Acan,Chst2,Sulf2,B4galt7,Fam20a,Arsd,Chst15,Chsy1,Gns,Arsj,Sumf2,Chst3,Ext1,Gusb,Xylt1,Chpf2,Chst13,Dse,Arsi,Chst12,Ust,Chst14,Arsa,Sumf1,Sulf1,Csgalnact2,B3gat3,Chst11,Ext2,Ids,Chst1,Chsy3,Arsk,Arse,Chst9,Chpf,Arsf,Xylt2
notechis_scutatus,1.24,1.25,1.43,0.29,3.2,1.88,2.38,1,2.61,1.58,0.28,0.03,3.4,0.19,3.14,0.08,1,0.2,1,0.15,0.11,3.03,2.44,1,0.15,0.1,1.82,3.57,1,1.69,0.11,0.1,1.73,2.42,1.92,1,0.2,0.09,1.37,0.47,0.32,0.05,0.74,0.1,0.14,0.26,1,1.4,1.54,1,2.59
anolis_carolinensis,2.26,3.29,0.86,2.29,0.14,0.29,1.01,1,0.74,1,0.68,0.04,1.01,0.57,2.58,0.08,0.22,1.71,1,0.14,0.08,3.54,0.11,1,0.13,0.52,1.72,1.5,1,1.48,0.11,1.34,0.21,0.04,0.29,0.16,2.04,0.08,0.09,1.66,0.05,0.05,0.91,0.1,0.15,2.62,1,1.57,1.58,1,2.62
xenopus_tropicalis,0.15,3.33,1.28,1.45,3.29,2.94,1.88,1,1.39,0.27,0.42,0.09,1.18,0.49,1.65,0.3,0.19,1.31,1,1.24,0.08,0.1,0.1,1,1.63,1.53,2.04,1.52,1.38,1,0.16,0.12,1.73,1,2.67,1.61,2.6,0.31,0.13,0.78,0.06,0.09,3.49,0.15,1.23,2.17,1,1,0.92,1,0.22
callorhinchus_milii,0.13,0.22,1.17,1.32,0.29,1.43,0.12,1,1.96,0.29,2.05,0.07,1,0.67,1.48,0.14,2.31,1.35,1,1.65,3.32,0.15,0.2,1,0.61,1.0,0.97,1.92,0.78,0.52,0.22,0.16,0.19,2.23,0.86,1.33,2.62,1.82,1.44,0.77,0.09,0.06,1.34,1.48,2.44,0.26,1,1.91,1.75,1,0.49
latimeria_chalumnae,0.45,3.16,0.82,1.98,0.24,0.27,1.21,1,1.25,0.42,0.64,0.07,1,0.55,2.58,0.1,2.25,2.15,1,0.21,0.14,2.03,1,1,1.65,4.02,2.5,0.11,0.31,1.42,0.15,0.15,2.19,1,0.26,1.44,1.98,0.32,0.33,1.72,0.06,0.09,1.77,3.07,0.43,1.57,1,0.21,0.77,1,0.22
petromyzon_marinus,1,0.16,1,0.94,1.94,1,1,1,1,1,1,1,1,0.84,1,1,1,1,1,0.37,0.23,1.58,1,1,0.91,1.03,0.21,0.57,0.34,1,0.37,0.4,1,0.2,0.98,1.52,1.96,0.51,1,3.55,1,0.23,1,2.1,0.82,1,1,1,1,1,1.65
eptatretus_burgeri,1.13,2.34,0.96,2.21,2.06,1.19,1,1,0.65,0.46,1.42,0.13,1,0.97,1,1,1.6,1.42,1,1,1.45,1,1,1,1,0.73,0.46,1,1.02,1.59,1.35,0.77,2.01,1.59,1.56,0.37,1.56,0.22,1,1.79,1,2.22,1.15,1.89,1,1,1,1,1,1,1.23
ciona_intestinalis,1,3.5,0.89,1,1,1.69,0.95,1,0.84,0.2,0.7,1,1.14,1,1,1,1.32,1,1,1,1.06,1,0.97,1,1,1,1.47,0.74,0.55,1,1,1.01,1,1.98,0.47,1.2,1.92,1.19,0.63,2.64,1,1.9,0.98,1,1,0.86,1,1,0.44,1,1.31
drosophila_melanogaster,0.45,2.24,1,1.0,1.3,0.79,1.81,1,0.71,1.45,1.09,0.96,1.06,1,1.25,0.74,0.43,1.65,1,1,1.34,2.29,1.07,1,1.08,1,1.59,0.8,1.14,1,1,1.14,1,1.41,1,0.96,1.97,0.75,1.66,0.72,1,1.47,0.88,1,1,1.28,1,1,1.31,1,1.11
caenorhabditis_elegans,1.65,1,1,1.64,1,1,1,1,1,1,1,1,1,1,1,1,1.6,1.62,1,1,1.46,1,1.12,1,1,1,0.46,0.81,0.78,1,1,1.1,1,1,1,0.65,1,0.92,1,1,1,1,1,1,1.29,0.86,1,1,1,1,1
